ckey,machine_id,date,hour,connect_avg,connect_max,in_handover_rate,out_handover_rate,inter_handover_rate,lower_prb,upper_prb,reconfig_rate,Y
MA1074_4-20211008-12,MA1074_4,20211008,12,15.22333333,28.0,100.0,100.0,100.0,12.44852063,15.01389758,101.6291231,0.0
MA1074_4-20211008-13,MA1074_4,20211008,13,17.36944444,31.0,99.82206406,100.0,100.0,17.06499289,13.83529161,101.1624689,0.0
MA1074_4-20211008-14,MA1074_4,20211008,14,18.36722222,33.0,99.15254237,99.81549815,100.0,21.2959175,14.78504979,100.2584814,0.0
MA1074_4-20211008-15,MA1074_4,20211008,15,18.19444444,35.0,99.61904762,100.0,100.0,26.18226174,16.78045519,102.1610251,0.0
MA1074_4-20211008-16,MA1074_4,20211008,16,21.94888889,34.0,99.68253968,100.0,100.0,22.78577525,22.80746799,99.93943065,0.0
MA1074_4-20211008-17,MA1074_4,20211008,17,17.11833333,36.0,99.21414538,99.79079498,100.0,25.90909091,15.33306818,99.69921797,0.0
MA1074_4-20211008-18,MA1074_4,20211008,18,22.02111111,39.0,98.92280072,100.0,99.6124031,28.01103841,23.53601707,97.0410395,0.0
MA1074_4-20211008-19,MA1074_4,20211008,19,21.88777778,38.0,99.1708126,100.0,100.0,33.93573257,21.69668563,96.73353909,0.0
MA1074_4-20211008-20,MA1074_4,20211008,20,22.28388889,38.0,99.11190053,100.0,100.0,32.81785206,22.44378378,97.37455527,1.0
MA1074_4-20211008-21,MA1074_4,20211008,21,25.2,41.0,98.84393064,99.36102236,100.0,35.67854908,37.10742532,97.62414602,0.0
MA1074_4-20211008-22,MA1074_4,20211008,22,19.85166667,37.0,99.63167587,99.84101749,100.0,29.08500711,18.95480797,97.14683368,0.0
MA1074_4-20211008-23,MA1074_4,20211008,23,22.37444444,38.0,99.86187845,100.0,100.0,35.27917496,22.41384068,100.3466705,0.0
MA1074_4-20211009-0,MA1074_4,20211009,0,20.62833333,37.0,99.61089494,100.0,100.0,28.31421053,14.02261735,103.3053691,0.0
MA1074_4-20211009-1,MA1074_4,20211009,1,15.93166667,32.0,100.0,99.62121212,100.0,20.83066761,8.765369318,102.7991734,0.0
MA1074_4-20211009-2,MA1074_4,20211009,2,13.20722222,25.0,99.67845659,100.0,100.0,17.61394026,6.93458037,101.75,0.0
MA1074_4-20211009-3,MA1074_4,20211009,3,10.71833333,22.0,99.57446809,100.0,99.3902439,11.33755334,4.052119488,102.4725275,0.0
MA1074_4-20211009-4,MA1074_4,20211009,4,11.52055556,27.0,100.0,100.0,98.78787879,9.598136558,4.396628734,105.3705371,0.0
MA1074_4-20211009-5,MA1074_4,20211009,5,14.22055556,30.0,100.0,100.0,100.0,14.60382646,6.952987198,107.6112878,0.0
MA1074_4-20211009-6,MA1074_4,20211009,6,13.57666667,28.0,99.64912281,100.0,99.68944099,12.92236131,7.809957326,112.6999284,0.0
MA1074_4-20211009-7,MA1074_4,20211009,7,8.968333333,25.0,100.0,100.0,99.33333333,9.334352774,3.618605974,107.5825826,0.0
MA1074_4-20211009-8,MA1074_4,20211009,8,8.647777778,18.0,99.44903581,100.0,100.0,9.518236131,4.380099573,104.1307028,0.0
MA1074_4-20211009-9,MA1074_4,20211009,9,11.14555556,25.0,99.81785064,100.0,99.60159363,12.20737216,6.51671875,105.3489703,0.0
MA1074_4-20211009-10,MA1074_4,20211009,10,14.21666667,32.0,99.84202212,100.0,99.65870307,22.85364154,10.85349929,105.6198347,0.0
MA1074_4-20211009-11,MA1074_4,20211009,11,16.11833333,32.0,99.69512195,99.74226804,100.0,23.6855761,13.59799431,106.1816559,0.0
MA1074_4-20211009-12,MA1074_4,20211009,12,16.97388889,38.0,99.65753425,100.0,100.0,22.76947368,14.54786629,102.7112349,0.0
MA1074_4-20211009-13,MA1074_4,20211009,13,12.835,30.0,100.0,100.0,100.0,18.73197724,10.29479374,104.5876289,0.0
MA1074_4-20211009-14,MA1074_4,20211009,14,13.70444444,28.0,99.43019943,100.0,100.0,18.81085349,8.916899004,103.2107957,0.0
MA1074_4-20211009-15,MA1074_4,20211009,15,15.95222222,29.0,99.65753425,100.0,100.0,17.74871977,10.81200569,102.3661842,0.0
MA1074_4-20211009-16,MA1074_4,20211009,16,18.97055556,32.0,99.55290611,100.0,100.0,25.78206259,14.31869132,101.5491732,0.0
MA1074_4-20211009-17,MA1074_4,20211009,17,18.68722222,34.0,99.51534733,99.81949458,100.0,21.95167614,26.72183239,100.6015038,0.0
MA1074_4-20211009-18,MA1074_4,20211009,18,18.71166667,38.0,98.791019,99.8427673,100.0,23.37947368,45.25961593,97.88438617,0.0
MA1074_4-20211009-19,MA1074_4,20211009,19,17.75388889,33.0,99.39271255,100.0,99.61832061,26.99837838,42.87715505,98.17073171,0.0
MA1074_4-20211009-20,MA1074_4,20211009,20,18.81722222,35.0,99.60707269,100.0,100.0,34.09566145,19.26153627,98.26718837,0.0
MA1074_4-20211009-21,MA1074_4,20211009,21,18.40111111,38.0,100.0,100.0,99.09090909,28.03661451,13.33039829,98.54754727,0.0
MA1074_4-20211009-22,MA1074_4,20211009,22,15.24888889,32.0,99.16142558,100.0,99.5049505,24.98770982,12.35975818,97.1921797,1.0
MA1074_4-20211009-23,MA1074_4,20211009,23,16.73333333,35.0,99.85207101,99.56803456,99.34210526,22.79220484,10.17504979,104.3125691,0.0
MA1074_4-20211010-0,MA1074_4,20211010,0,16.87722222,39.0,99.66442953,99.77272727,100.0,22.83244666,21.98524893,102.2885284,0.0
MA1074_4-20211010-1,MA1074_4,20211010,1,15.42666667,29.0,98.80382775,99.25650558,100.0,29.3362642,26.70173295,102.4447664,0.0
MA1074_4-20211010-2,MA1074_4,20211010,2,13.60944444,31.0,99.70501475,100.0,100.0,16.56890469,7.692332859,103.3928123,0.0
MA1074_4-20211010-3,MA1074_4,20211010,3,9.44,22.0,100.0,100.0,100.0,7.651479374,3.879203414,102.923588,0.0
MA1074_4-20211010-4,MA1074_4,20211010,4,8.585555556,18.0,99.49494949,100.0,100.0,7.569786629,2.832190612,102.1882664,0.0
MA1074_4-20211010-5,MA1074_4,20211010,5,7.871666667,19.0,99.65397924,100.0,100.0,7.602389758,2.107283073,108.3333333,0.0
MA1074_4-20211010-6,MA1074_4,20211010,6,9.052777778,25.0,100.0,100.0,100.0,6.249302987,2.204722617,110.7969925,0.0
MA1074_4-20211010-7,MA1074_4,20211010,7,8.564444444,22.0,100.0,100.0,100.0,9.601052632,4.062645804,105.5417407,0.0
MA1074_4-20211010-8,MA1074_4,20211010,8,10.19944444,25.0,99.69512195,100.0,99.31972789,12.90924609,5.742019915,102.1761838,0.0
MA1074_4-20211010-9,MA1074_4,20211010,9,9.439444444,22.0,100.0,98.67256637,100.0,14.6772017,8.240994318,106.2667063,0.0
MA1074_4-20211010-10,MA1074_4,20211010,10,13.12277778,23.0,99.58333333,100.0,100.0,16.49556188,10.68152205,105.9080963,0.0
MA1074_4-20211010-11,MA1074_4,20211010,11,14.13555556,26.0,99.62264151,99.67741935,100.0,18.88216216,13.57587482,105.7462687,0.0
MA1074_4-20211010-12,MA1074_4,20211010,12,17.52555556,33.0,100.0,99.71264368,100.0,27.37274538,18.3141963,103.2219211,0.0
MA1074_4-20211010-13,MA1074_4,20211010,13,13.60666667,34.0,99.64349376,100.0,100.0,16.83244666,7.626130868,106.3917526,0.0
MA1074_4-20211010-14,MA1074_4,20211010,14,16.91222222,31.0,99.65635739,100.0,100.0,22.85625889,13.53948791,101.7073171,0.0
MA1074_4-20211010-15,MA1074_4,20211010,15,14.37166667,29.0,100.0,99.74937343,98.84393064,14.44250356,11.0998293,102.2118743,0.0
MA1074_4-20211010-16,MA1074_4,20211010,16,18.25944444,34.0,99.83525535,100.0,100.0,21.33819346,15.09035562,100.9129512,0.0
MA1074_4-20211010-17,MA1074_4,20211010,17,17.70555556,36.0,99.24585219,100.0,99.52606635,23.48136364,11.98941761,101.0848508,0.0
MA1074_4-20211010-18,MA1074_4,20211010,18,14.88888889,30.0,99.79209979,100.0,100.0,20.18167852,11.59201991,99.89274989,0.0
MA1074_4-20211010-19,MA1074_4,20211010,19,19.05333333,33.0,99.35344828,100.0,100.0,29.48347084,23.29951636,98.94151892,0.0
MA1074_4-20211010-20,MA1074_4,20211010,20,20.28277778,34.0,99.56616052,100.0,99.57081545,34.51812233,35.32815078,99.30401303,0.0
MA1074_4-20211010-21,MA1074_4,20211010,21,18.82055556,31.0,99.79381443,100.0,100.0,33.91266003,36.34358464,99.38147518,0.0
MA1074_4-20211010-22,MA1074_4,20211010,22,17.36944444,30.0,99.01719902,100.0,100.0,39.71540541,24.51475107,99.10198845,0.0
MA1074_4-20211010-23,MA1074_4,20211010,23,20.20055556,39.0,99.82425308,100.0,100.0,34.73189189,27.04827881,102.3923445,0.0
MA1074_4-20211011-0,MA1074_4,20211011,0,16.32222222,36.0,99.36708861,99.68944099,100.0,28.66389758,21.20083926,102.5063939,0.0
MA1074_4-20211011-1,MA1074_4,20211011,1,13.675,27.0,99.72826087,100.0,100.0,16.45066761,19.37180398,102.0819454,0.0
MA1074_4-20211011-2,MA1074_4,20211011,2,10.28833333,19.0,99.57627119,100.0,98.31932773,22.77746799,12.28395448,102.4073573,0.0
MA1074_4-20211011-3,MA1074_4,20211011,3,10.625,20.0,100.0,100.0,100.0,17.44954481,9.860312945,102.483011,0.0
MA1074_4-20211011-4,MA1074_4,20211011,4,8.631111111,21.0,100.0,100.0,100.0,8.995832148,3.748321479,105.2125693,0.0
MA1074_4-20211011-5,MA1074_4,20211011,5,9.303333333,21.0,100.0,100.0,100.0,7.167667141,3.963044097,111.1863314,0.0
MA1074_4-20211011-6,MA1074_4,20211011,6,10.54722222,30.0,100.0,99.34640523,100.0,9.203698435,4.726145092,108.1097197,0.0
MA1074_4-20211011-7,MA1074_4,20211011,7,8.028333333,25.0,100.0,99.28057554,100.0,7.331863442,5.537283073,104.004004,0.0
MA1074_4-20211011-8,MA1074_4,20211011,8,7.753888889,16.0,99.70326409,100.0,100.0,10.86153627,7.500284495,104.3994862,0.0
MA1074_4-20211011-9,MA1074_4,20211011,9,11.09611111,25.0,99.3258427,100.0,100.0,10.97789773,8.040170455,105.5673948,0.0
MA1074_4-20211011-10,MA1074_4,20211011,10,14.795,30.0,99.61685824,100.0,100.0,15.97634424,14.21049787,104.4556536,0.0
MA1074_4-20211011-11,MA1074_4,20211011,11,18.80611111,38.0,99.6124031,99.5959596,100.0,24.22863442,21.97200569,103.8058096,0.0
MA1074_4-20211011-12,MA1074_4,20211011,12,16.16555556,29.0,100.0,100.0,100.0,29.43201991,19.66768137,102.6291654,0.0
MA1074_4-20211011-13,MA1074_4,20211011,13,13.76166667,35.0,99.24012158,99.79591837,100.0,19.52153627,12.6327596,103.0637255,0.0
MA1074_4-20211011-14,MA1074_4,20211011,14,12.87944444,29.0,99.81818182,100.0,100.0,21.13487909,10.96139403,101.2301013,0.0
MA1074_4-20211011-15,MA1074_4,20211011,15,18.00777778,35.0,99.32088285,100.0,100.0,29.06637269,21.89186344,100.538943,0.0
MA1074_4-20211011-16,MA1074_4,20211011,16,17.16444444,30.0,99.52904239,100.0,100.0,28.9959175,18.88290185,99.29118774,0.0
MA1074_4-20211011-17,MA1074_4,20211011,17,15.25666667,27.0,99.30795848,99.81583794,100.0,17.04223011,12.83090909,99.6698388,0.0
MA1074_4-20211011-18,MA1074_4,20211011,18,18.88277778,36.0,99.00332226,99.84423676,100.0,33.13507824,21.97705548,98.64964039,0.0
MA1074_4-20211011-19,MA1074_4,20211011,19,19.79388889,35.0,99.59100204,100.0,100.0,30.69796586,18.16642959,98.41295547,0.0
MA1074_4-20211011-20,MA1074_4,20211011,20,19.65333333,33.0,99.55947137,100.0,100.0,42.59075391,19.15268848,98.51565979,0.0
MA1074_4-20211011-21,MA1074_4,20211011,21,17.01166667,29.0,99.49367089,100.0,100.0,32.17288762,16.78199147,98.1484843,0.0
MA1074_4-20211011-22,MA1074_4,20211011,22,17.71777778,31.0,99.08675799,99.78813559,100.0,38.93103841,15.74886202,98.46132711,0.0
MA1074_4-20211011-23,MA1074_4,20211011,23,23.97666667,46.0,99.33110368,100.0,100.0,46.07907539,21.45308677,101.6391203,1.0
MA1074_4-20211012-0,MA1074_4,20211012,0,19.20611111,31.0,100.0,100.0,99.60474308,49.94731152,18.74803698,101.3449179,0.0
MA1074_4-20211012-1,MA1074_4,20211012,1,13.56944444,26.0,99.64539007,100.0,100.0,24.40008523,10.66009943,101.579632,0.0
MA1074_4-20211012-2,MA1074_4,20211012,2,10.44944444,20.0,99.28057554,100.0,100.0,14.68637269,5.986984353,101.6752229,0.0
MA1074_4-20211012-3,MA1074_4,20211012,3,9.821666667,19.0,100.0,100.0,100.0,12.57429587,5.355789474,102.7915633,0.0
MA1074_4-20211012-4,MA1074_4,20211012,4,9.029444444,21.0,99.46236559,100.0,100.0,8.051009957,3.25997155,104.2033898,0.0
MA1074_4-20211012-5,MA1074_4,20211012,5,11.84888889,29.0,99.78118162,100.0,100.0,8.158435277,3.602987198,113.1578947,0.0
MA1074_4-20211012-6,MA1074_4,20211012,6,18.23833333,37.0,99.78378378,100.0,100.0,14.17301565,6.523812233,112.8338166,0.0
MA1074_4-20211012-7,MA1074_4,20211012,7,18.88833333,43.0,100.0,99.32659933,100.0,20.25964438,8.803371266,108.9915816,0.0
MA1074_4-20211012-8,MA1074_4,20211012,8,26.27055556,60.0,99.67497291,100.0,100.0,28.20549075,18.69981508,107.8470825,0.0
MA1074_4-20211012-9,MA1074_4,20211012,9,15.235,29.0,100.0,100.0,100.0,16.20419034,10.72707386,104.5390641,0.0
MA1074_4-20211012-10,MA1074_4,20211012,10,15.07388889,30.0,99.61832061,100.0,100.0,13.43125178,14.32089616,102.7463031,0.0
MA1074_4-20211012-11,MA1074_4,20211012,11,16.42777778,30.0,99.66216216,100.0,100.0,19.75566145,14.67921764,102.743614,0.0
MA1074_4-20211012-12,MA1074_4,20211012,12,15.68833333,36.0,99.79123173,100.0,100.0,17.94533428,36.66179232,100.6655574,0.0
MA1074_4-20211012-13,MA1074_4,20211012,13,15.25444444,28.0,99.80237154,99.77477477,100.0,12.02843528,27.40733997,100.6308638,0.0
MA1074_4-20211012-14,MA1074_4,20211012,14,14.30055556,24.0,99.59349593,99.49622166,100.0,11.97561878,11.29584637,100.9338521,0.0
MA1074_4-20211012-15,MA1074_4,20211012,15,15.46388889,30.0,99.81549815,100.0,100.0,16.31196302,17.34635846,100.430622,1.0
MA1074_4-20211012-16,MA1074_4,20211012,16,16.48777778,31.0,99.80079681,100.0,100.0,16.97113798,18.53624467,100.032352,0.0
MA1074_4-20211012-17,MA1074_4,20211012,17,17.68555556,37.0,99.66159052,100.0,100.0,22.89866477,19.61245739,99.21885522,0.0
MA1074_4-20211012-18,MA1074_4,20211012,18,20.33,39.0,99.29824561,100.0,100.0,25.29584637,23.51594595,96.84037137,0.0
MA1074_4-20211012-19,MA1074_4,20211012,19,21.56166667,42.0,99.57081545,100.0,100.0,35.2259175,26.6387909,97.20896947,0.0
MA1074_4-20211012-20,MA1074_4,20211012,20,20.00277778,39.0,99.28825623,99.84126984,100.0,32.75194879,22.66644381,98.65346535,0.0
MA1074_4-20211012-21,MA1074_4,20211012,21,21.37888889,32.0,99.19517103,99.83079526,100.0,36.94321479,34.24532006,98.98469349,0.0
MA1074_4-20211012-22,MA1074_4,20211012,22,19.83388889,33.0,98.82903981,100.0,100.0,42.18631579,23.30219061,97.66588523,0.0
MA1074_4-20211012-23,MA1074_4,20211012,23,19.655,39.0,99.37694704,100.0,100.0,29.01615932,17.52894737,101.6927701,0.0
MA1074_4-20211013-0,MA1074_4,20211013,0,16.14777778,39.0,99.77324263,100.0,100.0,22.55541963,13.2385064,102.6001258,0.0
MA1074_4-20211013-1,MA1074_4,20211013,1,11.38777778,25.0,100.0,100.0,100.0,14.459375,4.450255682,103.4104389,0.0
MA1074_4-20211013-2,MA1074_4,20211013,2,8.550555556,19.0,100.0,100.0,99.09090909,12.74221906,3.843883357,101.9386107,0.0
MA1074_4-20211013-3,MA1074_4,20211013,3,6.390555556,15.0,100.0,98.7012987,100.0,9.774438122,1.634992888,102.7320035,0.0
MA1074_4-20211013-4,MA1074_4,20211013,4,8.606111111,17.0,100.0,100.0,100.0,11.65233286,2.853911807,104.2921998,0.0
MA1074_4-20211013-5,MA1074_4,20211013,5,9.265,20.0,99.77876106,100.0,100.0,6.429957326,2.60685633,111.0811539,0.0
MA1074_4-20211013-6,MA1074_4,20211013,6,15.05111111,41.0,99.88262911,100.0,99.78448276,12.76933144,5.749118065,114.9561236,0.0
MA1074_4-20211013-7,MA1074_4,20211013,7,18.64666667,51.0,100.0,100.0,100.0,23.26514936,11.08775249,110.2143,0.0
MA1074_4-20211013-8,MA1074_4,20211013,8,29.33,47.0,100.0,100.0,100.0,30.03100996,16.43930299,107.4142857,0.0
MA1074_4-20211013-9,MA1074_4,20211013,9,17.76611111,61.0,99.67845659,100.0,100.0,17.3081108,11.29973011,105.8524173,0.0
MA1074_4-20211013-10,MA1074_4,20211013,10,13.385,29.0,99.38016529,100.0,100.0,10.90382646,9.846742532,103.6649215,0.0
MA1074_4-20211013-11,MA1074_4,20211013,11,14.02888889,27.0,99.59266802,100.0,100.0,12.8384495,13.19654339,102.2624434,1.0
MA1074_4-20211013-12,MA1074_4,20211013,12,13.41611111,26.0,100.0,100.0,100.0,15.96019915,13.00294452,100.996264,0.0
MA1074_4-20211013-13,MA1074_4,20211013,13,14.05444444,27.0,99.5959596,100.0,100.0,14.55418208,21.30514936,101.9991015,0.0
MA1074_4-20211013-14,MA1074_4,20211013,14,14.76111111,30.0,99.80842912,99.55357143,100.0,16.74295875,15.22450925,100.8518161,0.0
MA1074_4-20211013-15,MA1074_4,20211013,15,16.36055556,33.0,99.82486865,100.0,100.0,18.1057468,21.05819346,100.4405286,1.0
MA1074_4-20211013-16,MA1074_4,20211013,16,17.40833333,32.0,99.6835443,100.0,100.0,24.01834993,21.40951636,99.95061728,1.0
MA1074_4-20211013-17,MA1074_4,20211013,17,16.97611111,33.0,100.0,100.0,100.0,22.26994318,16.72916193,99.6688388,0.0
MA1074_4-20211013-18,MA1074_4,20211013,18,18.00555556,45.0,99.8245614,100.0,100.0,22.11752489,15.23975818,96.20319001,0.0
MA1074_4-20211013-19,MA1074_4,20211013,19,19.62111111,42.0,99.58419958,100.0,100.0,31.57934566,21.18497866,96.04558561,0.0
MA1074_4-20211013-20,MA1074_4,20211013,20,17.82833333,39.0,99.76470588,100.0,99.50248756,29.23931721,15.00795164,97.27502326,0.0
MA1074_4-20211013-21,MA1074_4,20211013,21,20.75722222,33.0,99.51100244,99.80079681,100.0,30.15682788,22.61095306,96.81346223,0.0
MA1074_4-20211013-22,MA1074_4,20211013,22,21.35444444,37.0,99.46380697,100.0,100.0,39.15034139,22.6741963,97.08787684,0.0
MA1074_4-20211013-23,MA1074_4,20211013,23,21.51666667,37.0,99.8427673,100.0,100.0,30.31335704,31.44073969,101.3574661,0.0
MA1074_4-20211014-0,MA1074_4,20211014,0,15.29333333,40.0,99.77011494,100.0,100.0,26.67726885,15.88048364,102.5490196,0.0
MA1074_4-20211014-1,MA1074_4,20211014,1,12.45111111,30.0,99.62121212,100.0,100.0,22.38755682,29.04985795,100.8969591,0.0
MA1074_4-20211014-2,MA1074_4,20211014,2,8.093333333,21.0,100.0,100.0,100.0,8.612972973,3.021337127,101.8361994,0.0
MA1074_4-20211014-3,MA1074_4,20211014,3,6.781666667,15.0,100.0,100.0,100.0,9.68227596,2.530967283,102.1276596,0.0
MA1074_4-20211014-4,MA1074_4,20211014,4,7.86,18.0,100.0,100.0,100.0,8.007226174,2.503954481,105.8191253,0.0
MA1074_4-20211014-5,MA1074_4,20211014,5,9.938888889,26.0,99.77628635,100.0,99.19678715,7.952617354,2.649046942,113.2879046,0.0
MA1074_4-20211014-6,MA1074_4,20211014,6,14.97777778,41.0,100.0,100.0,100.0,11.61331437,4.891991465,116.5858586,0.0
MA1074_4-20211014-7,MA1074_4,20211014,7,15.37111111,41.0,99.69742814,100.0,100.0,16.57236131,7.860967283,108.8620549,0.0
MA1074_4-20211014-8,MA1074_4,20211014,8,25.26555556,56.0,99.5423341,99.78768577,100.0,23.61315789,21.66987198,106.1797058,0.0
MA1074_4-20211014-9,MA1074_4,20211014,9,17.00055556,36.0,99.84871407,100.0,99.65635739,15.74383523,16.1065767,102.8577179,0.0
MA1074_4-20211014-10,MA1074_4,20211014,10,15.74444444,28.0,99.31856899,99.49874687,100.0,17.50123755,13.54699858,103.9194688,0.0
MA1074_4-20211014-11,MA1074_4,20211014,11,15.53222222,29.0,99.49494949,100.0,100.0,19.1355192,12.30065434,102.750275,0.0
MA1074_4-20211014-12,MA1074_4,20211014,12,15.34666667,34.0,99.8046875,100.0,100.0,19.15603129,17.22820768,100.6725722,0.0
MA1074_4-20211014-13,MA1074_4,20211014,13,15.35222222,31.0,99.43074004,100.0,100.0,15.21312945,19.15748222,100.9460211,0.0
MA1074_4-20211014-14,MA1074_4,20211014,14,15.17666667,29.0,99.34102142,99.81167608,100.0,13.71290185,15.00990043,100.583876,0.0
MA1074_4-20211014-15,MA1074_4,20211014,15,15.50944444,28.0,99.82788296,100.0,100.0,16.59605974,24.58765292,99.79063855,0.0
MA1074_4-20211014-16,MA1074_4,20211014,16,15.04277778,37.0,100.0,100.0,100.0,17.02913229,28.78045519,99.90965216,0.0
MA1074_4-20211014-17,MA1074_4,20211014,17,15.75555556,37.0,99.81515712,99.82728843,100.0,17.98440341,18.99488636,98.67021277,0.0
MA1074_4-20211014-18,MA1074_4,20211014,18,18.83388889,36.0,99.32546374,100.0,100.0,22.49051209,18.01799431,97.78321358,0.0
MA1074_4-20211014-19,MA1074_4,20211014,19,20.18444444,40.0,100.0,100.0,100.0,31.13399716,20.50832148,97.12399284,0.0
MA1074_4-20211014-20,MA1074_4,20211014,20,19.23666667,35.0,100.0,100.0,100.0,21.39075391,16.77732575,98.8739096,0.0
MA1074_4-20211014-21,MA1074_4,20211014,21,20.55944444,37.0,99.44751381,100.0,100.0,26.34928876,22.69226174,98.3799352,0.0
MA1074_4-20211014-22,MA1074_4,20211014,22,21.31888889,41.0,99.61759082,100.0,100.0,49.73549075,32.7543101,98.0250758,1.0
MA1074_4-20211014-23,MA1074_4,20211014,23,20.26166667,49.0,99.62917182,100.0,100.0,31.00025605,20.63743954,101.3247733,0.0
MA1074_4-20211015-0,MA1074_4,20211015,0,15.88166667,29.0,99.09502262,100.0,100.0,25.1598862,16.89256046,101.0579898,0.0
MA1074_4-20211015-1,MA1074_4,20211015,1,11.035,21.0,100.0,99.62546816,100.0,25.81590909,11.88669034,100.5851932,0.0
MA1074_4-20211015-2,MA1074_4,20211015,2,7.887222222,18.0,100.0,100.0,100.0,10.43736842,5.141493599,100.4522065,0.0
MA1074_4-20211015-3,MA1074_4,20211015,3,7.323888889,19.0,99.33333333,100.0,100.0,6.436571835,3.44913229,101.5302219,0.0
MA1074_4-20211015-4,MA1074_4,20211015,4,6.316666667,17.0,99.51456311,100.0,100.0,6.329288762,2.695618777,107.6287658,0.0
MA1074_4-20211015-5,MA1074_4,20211015,5,7.202222222,22.0,99.76190476,100.0,100.0,7.461024182,3.356955903,113.52657,0.0
MA1074_4-20211015-6,MA1074_4,20211015,6,13.22111111,37.0,99.76415094,100.0,100.0,14.84745377,8.918150782,116.7083428,0.0
MA1074_4-20211015-7,MA1074_4,20211015,7,15.03388889,33.0,99.7105644,100.0,100.0,16.14274538,11.88335704,109.0321317,0.0
MA1074_4-20211015-8,MA1074_4,20211015,8,21.23722222,48.0,99.47019868,100.0,100.0,22.97018492,20.98745377,106.732551,0.0
MA1074_4-20211015-9,MA1074_4,20211015,9,17.62388889,31.0,99.83305509,100.0,100.0,19.66112216,24.25112216,103.2584547,0.0
MA1074_4-20211015-10,MA1074_4,20211015,10,16.02666667,28.0,99.34318555,100.0,100.0,19.5001138,25.91736842,102.9283802,0.0
MA1074_4-20211015-11,MA1074_4,20211015,11,18.77055556,29.0,99.59839357,100.0,100.0,22.54964438,31.92836415,101.2990565,0.0
MA1074_4-20211015-12,MA1074_4,20211015,12,16.20777778,27.0,99.81785064,100.0,100.0,23.20493599,20.33752489,101.5796087,0.0
MA1074_4-20211015-13,MA1074_4,20211015,13,17.04944444,32.0,100.0,99.54751131,100.0,23.12906117,30.75261735,101.6601268,0.0
MA1074_4-20211015-14,MA1074_4,20211015,14,16.38111111,32.0,99.28825623,100.0,100.0,16.34129445,16.21924609,100.4419279,0.0
MA1074_4-20211015-15,MA1074_4,20211015,15,15.56,28.0,99.45553539,100.0,100.0,17.10721195,30.56605974,99.16651232,0.0
MA1074_4-20211015-16,MA1074_4,20211015,16,18.63444444,38.0,99.6742671,100.0,100.0,22.10761024,20.61901849,99.55414929,0.0
MA1074_4-20211015-17,MA1074_4,20211015,17,17.475,35.0,99.83361065,100.0,100.0,25.53245739,18.97235795,98.56991525,0.0
MA1074_4-20211015-18,MA1074_4,20211015,18,19.18944444,44.0,99.66666667,100.0,100.0,23.73881935,18.41036984,97.95175852,0.0
MA1074_4-20211015-19,MA1074_4,20211015,19,18.99555556,37.0,99.42965779,100.0,100.0,26.99694168,19.08658606,97.40905971,0.0
MA1074_4-20211015-20,MA1074_4,20211015,20,20.97166667,32.0,99.81273408,99.48717949,100.0,34.18530583,23.04560455,98.24346405,0.0
MA1074_4-20211015-21,MA1074_4,20211015,21,21.63722222,40.0,100.0,100.0,99.51690821,31.98567568,23.27355619,98.87315805,0.0
MA1074_4-20211015-22,MA1074_4,20211015,22,22.60555556,41.0,99.8459168,100.0,100.0,29.26146515,20.68072546,97.7127859,0.0
MA1074_4-20211015-23,MA1074_4,20211015,23,21.30166667,47.0,100.0,99.82608696,99.77011494,28.31849218,14.098734,102.1591925,0.0
MA1074_4-20211016-0,MA1074_4,20211016,0,16.52666667,30.0,100.0,100.0,100.0,29.45633001,9.894594595,102.9548674,0.0
MA1074_4-20211016-1,MA1074_4,20211016,1,13.88944444,28.0,100.0,100.0,100.0,24.24319602,11.21403409,101.9022827,0.0
MA1074_4-20211016-2,MA1074_4,20211016,2,10.09388889,23.0,100.0,100.0,100.0,17.18526316,7.082475107,102.5310523,0.0
MA1074_4-20211016-3,MA1074_4,20211016,3,8.535555556,19.0,100.0,100.0,99.31034483,10.46869132,3.251081081,100.8341759,0.0
MA1074_4-20211016-4,MA1074_4,20211016,4,6.820555556,21.0,99.14529915,100.0,100.0,7.582887624,3.591507824,102.6405716,0.0
MA1074_4-20211016-5,MA1074_4,20211016,5,8.262222222,29.0,100.0,100.0,100.0,5.373726885,3.950113798,113.5311143,0.0
MA1074_4-20211016-6,MA1074_4,20211016,6,12.48388889,30.0,99.68553459,100.0,99.70238095,8.380369844,3.4828734,115.4724818,0.0
MA1074_4-20211016-7,MA1074_4,20211016,7,10.08277778,25.0,99.15254237,100.0,100.0,8.849871977,4.758506401,107.2906404,0.0
MA1074_4-20211016-8,MA1074_4,20211016,8,11.39277778,26.0,100.0,100.0,100.0,14.58007112,7.552162162,105.6494046,0.0
MA1074_4-20211016-9,MA1074_4,20211016,9,13.05777778,28.0,99.58158996,100.0,100.0,15.00011364,8.816619318,103.7128244,0.0
MA1074_4-20211016-10,MA1074_4,20211016,10,15.88833333,29.0,99.51923077,99.72451791,98.6440678,18.01220484,14.63772404,103.2505526,0.0
MA1074_4-20211016-11,MA1074_4,20211016,11,16.75388889,30.0,99.65034965,100.0,100.0,23.83395448,13.60931721,104.3313373,0.0
MA1074_4-20211016-12,MA1074_4,20211016,12,17.195,32.0,99.8552822,100.0,100.0,20.42189189,13.53603129,104.0312368,0.0
